ComplexID,PondID,SiteID,Year,Survey Number,Site Name,Date,WaterTemp.Site,Air Temp,Conductivity,Weather,CatchOfDay,Time,SampleID,Species,SVL(TL),A/T,WaterTemp.Nearest,Symptoms,Mortality,RanaLoad,BDLoad,,Notes
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,15,10:48,09-03-02-15,GF,3.5,A,18.3,,,,,,Arm circles
09,03,09-03,2022,02,GilbrookRes-03,7/7/2022,17.3,19.3,964,clear skies,16,10:49,09-03-02-16,GF,3.6,A,18.4,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,01,8:15,09-03-03-01,GF,3.3,T,20.5,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,02,8:18,09-03-03-02,AB,3.4,A,20.8,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,03,8:21,09-03-03-03,AB,3.6,A,20.9,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,04,8:21,09-03-03-04,AB,3.7,A,20.9,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,05,8:21,09-03-03-05,GF,3.1,A,20.9,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,06,8:26,09-03-03-06,GF,3.1,T,20.9,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,07,9:08,09-03-03-07,GF,4.4,A,20.2,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,08,9:09,09-03-03-08,GF,3.7,A,20.2,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,09,9:09,09-03-03-09,GF,3.6,T,20.2,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,10,9:11,09-03-03-10,GF,5.7,A,20.8,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,11,9:28,09-03-03-11,GF,5.4,T,27.0,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,12,9:37,09-03-03-12,GF,3.3,A,21.9,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,13,9:44,09-03-03-13,GF,4.0,T,21.1,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,14,9:49,09-03-03-14,GF,3.6,T,21.1,,,,,,
09,03,09-03,2022,03,GilbrookRes-03,8/1/2022,20.5,21.9,1102,sunny,15,10:02,09-03-03-15,GF,3.1,T,21.4,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2022,18.3,18.2,203,Cloudy,01,8:55,10-01-01-01,GF,4.9,A,18.3,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2023,18.3,18.2,203,Cloudy,02,9:08,10-01-01-02,GF,3.2,A,18.7,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2024,18.3,18.2,203,Cloudy,03,9:51,10-01-01-03,GF,3.0,A,18.0,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2025,18.3,18.2,203,Cloudy,04,10:00,10-01-01-04,GF,3.1,A,18.2,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2026,18.3,18.2,203,Cloudy,05,10:03,10-01-01-05,GF,5.1,A,18.2,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2027,18.3,18.2,203,Cloudy,06,10:05,10-01-01-06,GF,3.3,A,18.2,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2028,18.3,18.2,203,Cloudy,07,10:13,10-01-01-07,GF,2.7,A,18.0,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2029,18.3,18.2,203,Cloudy,08,10:20,10-01-01-08,GF,3.2,A,18.3,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2030,18.3,18.2,203,Cloudy,09,11:16,10-01-01-09,GF,3.2,A,18.5,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2031,18.3,18.2,203,Cloudy,10,11:21,10-01-01-10,GF,3.3,A,18.5,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2032,18.3,18.2,203,Cloudy,11,11:25,10-01-01-11,GF,3.2,A,18.5,,,,,,
10,01,10-01,2022,01,CampJohnson-01,6/23/2033,18.3,18.2,203,Cloudy,12,11:25,10-01-01-12,GF,3.2,T,18.5,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,01,8:19,10-01-02-01,GF,7.4,A,24.0,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,02,9:28,10-01-02-02,GF,6.8,A,24.1,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,03,9:28,10-01-02-03,GF,6.8,A,24.1,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,04,9:33,10-01-02-04,GF,5.4,A,23.9,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,05,9:19,10-01-02-05,GF,3.4,A,24.5,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,06,9:50,10-01-02-06,GF,2.6,T,25.5,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,07,9:56,10-01-02-07,GF,3.0,A,25.9,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,08,10:56,10-01-02-08,GF,3.7,A,27.5,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,09,10:58,10-01-02-09,GF,3.9,A,27.5,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,10,11:05,10-01-02-10,GF,3.0,A,27.0,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,11,11:07,10-01-02-11,GF,3.4,A,27.1,,,,,,
10,01,10-01,2022,02,CampJohnson-01,7/25/2022,22.7,23.1,223,cloudy,12,11:12,10-01-02-12,GF,4.4,A,26.5,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,01,9:40,10-02-01-01,GF,2.9,T,23.2,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,02,9:40,10-02-01-02,GF,3.5,A,23.2,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,03,9:47,10-02-01-03,GF,5.4,T,25.9,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,04,9:54,10-02-01-04,GF,3.1,A,25.5,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,05,10:23,10-02-01-05,GF,7.7,A,24.7,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,06,10:25,10-02-01-06,GF,2.8,A,25.4,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,07,10:28,10-02-01-07,GF,6.9,T,24.3,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,08,10:29,10-02-01-08,GF,2.9,A,23.9,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,09,10:36,10-02-01-09,GF,3.2,A,25.4,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,10,10:36,10-02-01-10,GF,7.0,A,24.0,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,11,10:40,10-02-01-11,GF,3.0,A,25.2,,,,,,
10,02,10-02,2022,01,Camp Johnson-02,6/28/2022,23.2,22.8,77.5,Partly Cloudy,12,10:47,10-02-01-12,GF,3.0,A,25.5,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,01,12:53,10-02-02-01,GF,6.5,T,29.2,,,,,,HAS LEACH
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,02,12:53,10-02-02-02,GF,3.8,A,29.2,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,03,12:54,10-02-02-03,GF,4.0,T,29.2,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,04,12:58,10-02-02-04,GF,3.5,T,29.2,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,05,1:12,10-02-02-05,GF,6.4,T,29.6,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,06,2:14,10-02-02-06,GF,6.2,T,30.7,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,07,2:19,10-02-02-07,GF,2.8,T,30.4,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,08,2:25,10-02-02-08,GF,3.1,A,29.5,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,09,2:31,10-02-02-09,GF,3.2,T,29.9,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,10,2:37,10-02-02-10,GF,6.4,T,29.5,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,11,2:38,10-02-02-11,GF,6.2,A,30.8,,,,,,
10,02,10-02,2022,02,Camp Johnson-02,7/26/2022,29.2,,86.1,partly cloudy,12,2:41,10-02-02-12,GF,3.5,A,29.5,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,01,8:49,10-03-01-01,GF,5.5,T,19.3,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,02,8:53,10-03-01-02,GF,3.4,A,19.1,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,03,8:56,10-03-01-03,GF,3.1,A,18.3,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,04,9:03,10-03-01-04,GF,2.8,A,19.3,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,05,9:10,10-03-01-05,GF,3.3,A,19.2,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,06,9:17,10-03-01-06,GF,3.4,A,19.2,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,07,9:31,10-03-01-07,GF,2.6,T,20.8,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,08,9:31,10-03-01-08,GF,2.7,T,20.8,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,09,9:48,10-03-01-09,GF,2.7,A,19.7,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,10,9:49,10-03-01-10,GF,2.5,A,20.9,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,11,9:49,10-03-01-11,GF,3.6,A,20.9,,,,,,
10,03,10-03,2022,01,Camp Johnson-03,6/29/2022,22.3,21.5,318,Sunny,12,10:13,10-03-01-12,GF,0.0,A,20.9,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,01,9:29,10-03-02-01,GF,2.7,A,21.2,,,,,,Nub
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,02,9:38,10-03-02-02,GF,2.6,A,20.3,,,,,,Nub
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,03,9:40,10-03-02-03,GF,3.3,A,20.3,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,04,9:43,10-03-02-04,GF,3.6,A,20.7,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,05,9:50,10-03-02-05,GF,2.7,A,21.6,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,06,10:03,10-03-02-06,GF,2.6,A,22.3,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,07,10:25,10-03-02-07,GF,4.7,A,22.8,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,08,10:30,10-03-02-08,GF,3.5,A,22.8,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,09,10:32,10-03-02-09,GF,3.3,T,22.8,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,10,10:36,10-03-02-10,GF,2.7,A,21.9,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,11,10:37,10-03-02-11,GF,3.0,A,22.8,,,,,,
10,03,10-03,2022,02,Camp Johnson-03,7/26/2022,21.2,21.2,417,sunny,12,10:41,10-03-02-12,GF,2.6,A,22.8,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",01,11:09,11-01-01-01,GF,3.5,A,26.2,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",02,12:07,11-01-01-02,GF,6.7,A,27.1,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",03,12:10,11-01-01-03,GF,7.1,T,24.2,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",04,12:14,11-01-01-04,GF,7.3,A,26.1,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",05,1:08,11-01-01-05,GF,7.6,A,27.5,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",06,1:11,11-01-01-06,GF,8.0,A,28.8,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",07,1:18,11-01-01-07,GF,5.1,A,27.5,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",08,1:26,11-01-01-08,GF,6.4,A,27.6,,,,,,
11,01,11-01,2022,01,St.Mikes-01,6/3/2022,22.5,24,,"Sunny, no clouds",09,1:36,11-01-01-09,GF,6.6,A,26.2,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,sunny,01,10:43,11-01-02-01,GF,3.9,A,25.2,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,Sunny,02,10:46,11-01-02-02,GF,3.6,A,25.2,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,sunny,03,10:51,11-01-02-03,GF,4.5,A,24.5,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,Sunny,04,10:57,11-01-02-04,GF,3.5,A,24.0,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,sunny,05,11:00,11-01-02-05,GF,3.8,A,23.8,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,Sunny,06,11:26,11-01-02-06,GF,4.0,A,24.3,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,sunny,07,11:42,11-01-02-07,GF,3.9,A,25.5,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,Sunny,08,1:01,11-01-02-08,GF,3.5,A,33.4,,,,,,Vernal Pool
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,sunny,09,1:02,11-01-02-09,GF,4.1,T,33.5,,,,,,Vernal Pool
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,Sunny,10,1:06,11-01-02-10,GF,4.5,A,34.1,,,,,,Vernal Pool
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,sunny,11,1:15,11-01-02-11,GF,8.4,A,26.8,,,,,,
11,01,11-01,2022,02,St.Mikes-01,7/11/2022,25.2,25.1,21.2,Sunny,12,1:19,11-01-02-12,GF,4.1,T,31.1,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,01,8:20,11-01-03-01,GF,3.8,A,23.2,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,02,8:24,11-01-03-02,GF,3.9,A,23.5,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,03,8:31,11-01-03-03,GF,3.3,A,23.5,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,04,8:36,11-01-03-04,GF,3.8,A,23.5,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,05,8:39,11-01-03-05,GF,2.6,T,23.6,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,06,8:47,11-01-03-06,GF,6.3,A,24.1,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,07,8:51,11-01-03-07,GF,4.6,A,24.3,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,08,8:55,11-01-03-08,GF,6.4,T,23.8,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,09,9:11,11-01-03-09,GF,7.3,A,25.4,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,10,9:53,11-01-03-10,GF,3.6,A,25.4,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,11,10:04,11-01-03-11,GF,5.9,A,24.8,,,,,,
11,01,11-01,2022,03,St.Mikes-01,8/4/2022,24.5,26.5,1945,partly cloudy,12,10:09,11-01-03-12,GF,4.7,A,25.2,,,,,,
11,02,11-02,2022,01,St.Mikes-02,6/2/2022,15.9,17.2,,Cloudy w/ drizzle,01,10:24,11-02-01-01,GF,4.6,A,17.5,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,01,10:44,11-02-02-01,GF,5.7,T,25.3,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,02,10:56,11-02-02-02,GF,5.8,T,27.8,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,03,10:53,11-02-02-03,GF,2.8,A,27.8,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,04,11:04,11-02-02-04,GF,2.8,A,27.8,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,05,11:11,11-02-02-05,GF,3.0,A,21.8,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,06,11:16,11-02-02-06,GF,3.1,A,21.8,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,07,11:23,11-02-02-07,GF,2.8,A,21.8,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,08,11:27,11-02-02-08,GF,2.7,A,27.5,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,09,11:27,11-02-02-09,GF,3.0,A,27.5,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,10,11:34,11-02-02-10,GF,2.7,A,28.3,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,11,11:34,11-02-02-11,GF,6.0,T,28.3,,,,,,
11,02,11-02,2022,02,St.Mikes-02,07/08/2022,24.5,28.0,492,Sunny,12,11:42,11-02-02-12,GF,2.8,A,28.3,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,01,9:27,11-02-03-01,GF,2.6,A,24.2,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,02,10:43,11-02-03-02,GF,2.9,A,21.5,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,03,10:43,11-02-03-03,GF,3.0,A,21.5,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,04,10:47,11-02-03-04,GF,3.1,A,25.6,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,05,10:49,11-02-03-05,GF,3.1,A,21.5,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,06,10:49,11-02-03-06,GF,3.0,A,21.5,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,07,10:54,11-02-03-07,GF,3.2,A,21.5,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,08,11:04,11-02-03-08,GF,2.6,A,21.9,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,09,11:09,11-02-03-09,GF,3.1,A,21.9,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,10,11:14,11-02-03-10,GF,3.1,A,21.9,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,11,11:18,11-02-03-11,GF,2.9,A,21.8,,,,,,
11,02,11-02,2022,03,St.Mikes-02,8/2/2022,24.5,21.5,428,Rain,12,,11-02-03-12,GF,3.3,A,22.5,,,,,,
11,04,11-04,2022,03,St.Mikes-04,8/3/2022,19.8,18.1,557,sunny,11,10:09,11-04-03-11,GF,3.4,A,19.3,,,,,,
11,04,11-04,2022,03,St.Mikes-04,8/3/2022,19.8,18.1,557,sunny,12,10:09,11-04-03-12,GF,3.1,A,19.3,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",01,10:56,11-04-01-01,GF,3.3,A,19.1,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",02,11:05,11-04-01-02,GF,3.2,T,22.0,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",03,11:14,11-04-01-03,GF,2.9,T,19.5,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",04,11:25,11-04-01-04,GF,3.1,A,20.5,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",05,11:40,11-04-01-05,GF,2.3,A,18.3,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",06,12:10,11-04-01-06,GF,2.4,A,20.9,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",07,12:15,11-04-01-07,GF,2.3,A,21.1,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",08,12:14,11-04-01-08,GF,2.7,A,21.1,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",09,12:17,11-04-01-09,GF,3.0,A,20.7,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",10,12:17,11-04-01-10,GF,2.8,A,20.7,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",11,12:18,11-04-01-11,GF,3.1,A,21.4,,,,,,
11,04,11-04,2022,01,St. Mikes Oxbow,6/22/2022,19.2,21.7,,"Cloudy, partly",12,12:22,11-04-01-12,GF,2.6,A,20.8,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,01,8:29,11-04-02-01,GF,3.1,T,21.2,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,02,8:44,11-04-02-02,GF,3.0,A,21.5,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,03,9:23,11-04-02-03,GF,3.1,A,21.5,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,04,9:32,11-04-02-04,GF,3.1,A,21.2,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,05,9:44,11-04-02-05,GF,3.3,T,21.3,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,06,9:49,11-04-02-06,GF,3.8,A,21.3,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,07,9:51,11-04-02-07,GF,3.9,A,21.6,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,08,9:54,11-04-02-08,GF,2.9,A,21.4,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,09,,11-04-02-09,GF,3.2,A,21.1,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,10,10:04,11-04-02-10,GF,3.0,A,21.1,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,11,10:07,11-04-02-11,GF,2.7,A,21.8,,,,,,TAIL
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,12,10:08,11-04-02-12,GF,3.4,A,21.4,,,,,,
11,04,11-04,2022,02,St.mikes-04,7/13/2022,19.6,22.5,612,sunny,13,9:35,11-04-02-13,GF,2.8,A,21.6,,,,,,
11,04,11-04,2022,03,St.Mikes-04,8/3/2022,19.8,18.1,557,sunny,01,8:52,11-04-03-01,GF,2.7,A,21.2,,,,,,
11,04,11-04,2022,03,St.Mikes-04,8/3/2022,19.8,18.1,557,sunny,02,8:56,11-04-03-02,GF,3.4,A,21.2,,,,,,
